Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
59,58,8,79.62
69,81,3,74.95
56,54,8,76.26
45,59,6,65.67
93,87,8,104.27
49,67,4,60.33
58,44,7,66.32
81,90,6,90.45
84,51,1,57.57
88,92,6,94.26
44,45,5,54.07
100,93,8,106.27
41,67,4,61.71
87,77,6,90.19
52,43,4,51.6
94,71,4,81.53
70,72,8,89.97
42,51,3,50.87
86,80,7,91.46
62,93,7,91.44
49,56,5,61.17
57,49,2,52.02
97,58,5,80.65
98,36,3,63.99
75,97,5,86.76
68,96,6,88.93
71,38,5,63.77
96,72,1,72.94
62,62,4,67.58
79,48,7,76.3
45,64,1,48.87
47,61,8,77.19
40,77,2,57.6
88,50,6,81.11
56,37,5,56.92
74,98,6,92.81
100,89,6,102.22
69,77,6,83.45
88,90,5,90.37
65,37,6,62.26
65,62,4,65.0
98,81,7,101.23
48,59,4,59.6
41,77,7,75.55
79,66,8,88.74
65,48,5,66.99
51,66,1,49.28
89,77,1,71.24
96,45,6,82.69
98,86,7,103.44
78,100,7,100.24
53,54,2,52.28
54,52,4,59.82
82,87,5,88.09
45,88,3,65.62
54,76,1,58.31
60,64,2,55.38
49,85,8,86.55
75,35,8,75.03
83,73,2,70.37
52,65,4,63.65
76,99,1,71.27
96,55,5,81.7
54,59,6,69.39
58,70,2,59.41
87,39,2,58.02
88,97,3,88.33
40,55,5,59.67
85,38,2,58.9
91,98,8,107.02
52,50,6,67.52
57,93,7,88.83
43,87,7,82.58
41,66,8,76.27
54,47,1,43.3
74,68,1,61.81
51,72,1,50.89
48,95,6,81.52
100,40,2,61.04
59,73,8,83.71
88,73,4,78.74
64,44,8,76.31
44,85,4,65.27
93,61,5,81.02
91,42,4,66.47
91,37,3,65.93
67,76,3,66.46
69,49,2,52.58
91,89,7,97.65
99,48,4,74.08
70,84,7,90.7
52,97,6,86.13
49,99,2,69.9
92,77,4,83.74
98,53,8,93.67
58,82,2,62.24
84,48,6,79.38
91,57,7,84.87
96,99,3,91.22
90,35,6,71.86
49,59,7,72.74
41,61,8,75.0
76,85,7,90.16
57,81,1,56.93
46,73,1,54.53
54,100,7,91.64
82,59,3,70.58
71,55,2,58.12
62,75,8,84.99
63,48,8,78.24
61,71,5,72.76
69,66,7,84.97
79,43,4,63.53
50,50,6,62.26
80,73,4,77.81
66,37,2,51.45
40,83,5,68.43
63,72,3,65.55
51,86,4,69.07
90,71,3,75.71
64,85,6,84.08
50,74,8,79.37
90,43,2,61.84
77,100,3,83.22
71,69,5,74.52
49,55,7,68.92
55,100,5,83.22
77,91,1,73.75
70,73,8,89.4
83,67,8,93.7
93,44,5,72.71
42,68,3,58.59
79,59,6,76.48
74,73,5,77.53
60,100,5,84.69
55,81,4,68.69
48,58,5,61.65
64,74,4,72.07
68,80,2,66.02
97,95,8,109.45
63,40,4,56.58
64,59,5,71.79
99,41,3,67.78
97,44,1,63.14
69,98,4,80.5
61,57,4,63.56
65,83,7,86.28
91,83,6,94.68
67,97,3,77.21
81,89,2,78.2
77,85,2,73.69
99,49,6,85.82
100,87,4,89.11
93,92,3,86.38
96,47,5,78.63
60,89,7,90.54
83,68,1,67.01
54,69,7,76.67
42,35,4,48.53
94,38,6,78.52
53,68,6,73.78
96,38,1,56.76
62,40,6,65.03
43,88,8,86.59
76,77,1,63.58
48,80,8,82.5
82,98,2,80.73
100,71,2,77.81
91,56,5,78.99
73,62,6,78.03
92,45,2,62.14
66,89,5,81.96
77,50,2,55.82
61,84,8,92.12
62,56,8,77.79
63,76,1,59.79
69,98,8,98.27
67,42,4,56.74
60,93,6,83.82
86,67,2,66.97
84,82,6,90.16
56,74,3,65.43
86,85,8,97.44
74,38,1,49.27
55,40,2,45.8
47,71,5,69.83
82,89,8,101.81
69,63,5,74.79
69,47,3,56.1
61,84,8,92.47
49,52,3,49.91
87,97,6,94.65
67,68,2,59.8
95,97,7,104.11
51,75,6,73.96
77,96,2,79.24
90,55,7,84.03
87,53,5,78.03
69,43,2,50.92
84,40,8,79.32
40,55,1,43.79
73,78,2,69.35
79,82,7,94.21
52,99,7,86.3
66,54,5,67.34
42,88,1,58.94
53,65,2,54.09
48,76,1,51.8
79,100,6,94.14
65,80,4,73.31
56,72,8,85.98
51,86,1,61.58
83,53,4,68.49
69,45,7,74.16
50,89,7,83.11
62,81,2,66.6
74,77,5,81.6
97,68,2,71.87
66,79,2,63.08
60,70,7,79.66
82,98,1,76.14
80,42,6,71.73
69,57,2,56.48
67,53,7,75.19
63,64,1,54.34
94,37,3,62.06
96,73,6,89.24
87,77,3,75.73
52,97,1,63.07
71,75,1,61.44
92,96,4,90.28
64,35,1,43.74
82,74,8,95.02
85,83,7,96.39
65,41,2,52.26
77,84,8,95.47
89,42,4,70.29
95,55,5,78.09
51,61,8,76.96
83,43,4,65.65
97,84,7,99.66
61,81,7,82.04
100,58,6,87.14
45,89,7,83.25
75,88,5,87.27
73,89,4,79.89
99,85,1,75.3
40,95,2,59.21
73,54,3,59.86
77,49,1,55.59
56,47,2,50.23
71,42,5,63.56
68,36,2,52.55
96,37,6,79.01
100,100,3,94.68
48,66,5,66.3
83,96,6,97.54
44,45,7,64.28
61,84,3,70.14
81,62,5,75.21
81,45,8,80.38
97,44,5,74.73
51,49,1,44.29
44,52,8,69.81
43,50,5,59.29
96,63,2,71.94
67,88,8,91.38
69,82,6,87.35
40,68,5,61.94
64,42,7,70.08
49,80,6,78.11
59,74,6,78.2
87,38,1,56.52
60,66,1,52.65
82,90,5,90.56
53,73,5,67.87
59,52,7,69.78
53,98,8,91.03
53,66,7,77.62
98,37,3,63.48
56,96,7,88.8
87,62,6,82.16
76,96,7,94.32
64,53,6,68.17
75,81,6,85.61
83,69,4,76.74
40,77,6,73.75
88,52,7,82.13
42,90,2,63.72
42,61,1,42.83
82,74,3,74.76
86,66,1,62.56
96,37,2,62.97
70,84,3,75.84
44,54,8,70.35
60,45,2,51.42
56,64,4,62.49
62,60,2,59.39
70,61,2,58.91
75,89,2,76.6
55,77,6,77.48
99,67,2,75.92
61,62,5,68.28
69,60,7,81.5
88,73,1,70.07
97,72,8,102.27
74,58,3,66.98
72,47,6,73.62
83,70,3,72.75
68,88,8,94.08
82,49,8,85.5
85,85,2,77.95
90,45,5,72.74
85,60,1,64.27
74,70,4,74.39
79,75,6,83.4
64,86,1,64.49
60,82,5,78.91
82,42,8,83.58
93,88,1,74.38
76,77,8,93.12
47,98,2,63.2
72,46,5,67.13
67,61,6,73.4
93,84,7,100.3
61,39,4,58.78
83,56,6,77.92
88,100,4,89.27
54,84,3,66.46
63,79,3,70.98
94,76,4,82.21
90,53,5,75.32
55,64,5,67.59
50,100,1,63.49
84,38,6,71.55
87,59,8,89.57
46,59,5,60.56
79,44,3,62.14
89,73,5,87.17
65,78,1,63.67
72,71,8,87.35
97,58,2,71.29
62,57,8,76.84
77,69,4,72.28
49,65,3,56.06
77,93,1,69.68
95,56,7,88.62
53,83,7,79.96
47,64,3,53.97
73,82,2,68.04
91,73,2,76.35
75,61,6,76.6
85,96,8,105.64
58,71,4,68.61
47,95,6,83.53
66,59,6,71.29
96,91,5,92.22
95,47,3,70.34
49,39,8,68.57
44,75,7,76.6
97,43,6,77.74
61,54,5,66.6
53,52,8,73.1
98,86,7,98.71
96,91,8,106.46
94,84,4,89.7
50,89,5,75.59
85,95,3,81.35
60,81,4,71.37
58,71,1,57.24
100,66,5,84.69
66,45,3,53.86
81,100,8,106.46
71,77,3,70.56
98,82,4,89.97
55,99,4,75.5
88,40,3,65.71
93,54,7,84.12
96,50,8,91.51
49,79,2,60.96
89,55,7,87.05
82,58,2,66.4
75,48,7,76.06
55,93,3,69.81
85,56,2,65.69
69,65,7,80.47
87,99,4,90.43
98,82,2,82.09
56,99,2,70.42
98,61,4,77.6
53,56,3,52.91
100,70,8,98.91
48,58,1,47.78
90,39,5,70.39
62,36,4,55.28
56,36,3,45.81
63,77,6,77.54
74,68,8,88.66
91,86,2,80.42
61,97,2,72.35
74,72,4,75.73
73,82,8,92.7
48,39,2,40.91
77,81,3,74.65
62,40,7,68.22
96,56,8,94.23
81,93,8,103.75
88,79,3,77.33
69,44,3,59.53
69,100,1,71.06
41,88,2,57.44
90,65,1,66.85
100,82,2,78.29
62,67,3,61.14
53,73,6,71.66
77,39,6,72.65
69,74,4,72.71
87,65,7,90.84
78,77,5,79.15
46,47,3,48.68
67,79,4,73.13
91,72,6,87.38
72,72,6,84.53
77,67,5,75.83
100,43,2,62.37
83,81,8,94.96
81,80,1,71.01
80,79,2,73.11
95,82,7,99.48
51,70,1,53.5
48,85,6,76.58
81,66,7,86.66
52,83,3,63.84
53,44,5,61.34
70,62,5,74.52
82,83,8,97.3
51,92,7,86.4
94,60,2,71.95
76,61,8,89.23
73,66,3,68.49
78,37,7,76.69
59,53,1,49.21
62,38,5,61.34
46,99,3,72.36
92,51,1,63.37
89,55,5,80.41
96,49,5,78.86
81,83,7,92.4
85,42,3,65.68
59,81,3,70.52
78,81,5,83.16
75,94,5,90.02
46,80,8,83.7
82,38,2,57.75
88,72,8,98.65
94,87,4,87.7
50,91,6,82.12
58,58,5,69.11
98,56,8,95.8
44,73,7,72.22
77,49,3,62.99
86,91,2,79.8
90,57,7,89.62
47,62,1,46.89
98,64,3,73.83
66,100,7,95.84
91,90,6,96.1
96,45,8,89.53
56,39,6,64.75
71,78,6,81.79
45,38,2,43.91
89,88,5,89.78
43,55,3,50.88
99,51,8,89.86
56,91,8,88.06
43,91,1,59.77
49,54,7,69.86
98,100,5,102.19
95,88,4,91.88
52,70,1,52.89
40,61,8,70.68
46,67,3,56.83
79,59,8,85.67
56,63,1,49.29
84,92,2,79.05
44,62,7,68.98
55,87,1,59.94
87,38,3,64.27
95,50,8,88.09
46,39,8,68.66
44,50,2,48.46
56,75,5,73.07
72,99,8,102.33
45,57,4,58.17
77,80,3,72.74
100,79,2,77.76
87,97,8,106.76
94,37,5,72.76
42,74,2,51.43
95,99,2,83.89
53,43,2,47.18
88,37,5,68.81
66,70,8,85.9
54,57,3,57.52
44,55,5,58.56
98,81,6,96.38
46,50,7,66.96
80,42,8,78.11
63,77,4,69.47
89,68,5,80.3
63,64,5,70.69
97,42,5,77.06
100,83,8,106.08
65,75,6,78.44
88,93,4,86.66
81,80,1,70.01
73,80,4,75.63
90,39,7,80.57
75,81,2,68.69
94,81,2,80.86
77,78,6,85.77
71,36,5,61.46
97,61,2,70.39
84,41,5,69.83
93,64,3,76.59
95,84,1,73.84
40,42,7,60.07
70,57,4,65.99
82,55,7,82.07
97,63,8,94.69
83,74,3,72.88
63,47,7,69.44
83,78,6,85.95
85,88,4,86.56
63,66,8,83.82
41,70,8,76.53
58,97,5,84.31
47,40,7,65.3
47,91,8,87.44
75,54,7,77.67
87,75,3,77.23
46,86,7,80.9
64,94,6,86.65
44,54,7,69.83
53,42,8,68.37
79,84,4,83.54
95,37,8,86.34
81,93,4,83.51
49,69,6,69.37
47,64,7,74.96
82,37,4,64.83
95,81,6,91.9
91,83,8,101.64
92,82,4,84.93
76,69,5,80.39
96,90,7,104.38
95,66,3,75.8
72,49,3,58.08
42,96,8,86.22
75,50,4,68.64
54,52,7,69.29
89,65,6,86.05
79,85,6,88.41
59,89,8,88.64
55,37,3,47.82
78,84,2,72.19
55,55,5,66.89
70,95,1,71.31
90,49,4,73.57
64,79,2,67.67
65,49,1,48.14
42,76,1,52.55
56,60,4,59.58
81,71,7,86.71
67,98,5,83.59
52,47,5,56.7
78,94,1,72.08
60,39,6,61.12
79,48,6,73.05
65,89,1,67.18
42,61,2,51.54
87,36,5,69.16
94,74,2,75.83
78,47,7,75.28
98,88,8,109.0
85,86,8,102.44
58,65,7,77.73
98,81,6,95.37
93,81,2,76.69
73,64,1,56.4
80,41,6,73.76
42,43,6,59.78
93,46,8,87.08
67,64,6,77.79
63,44,4,58.53
53,61,1,50.64
80,35,3,55.11
88,63,6,85.42
41,58,5,60.71
86,97,6,95.04
71,84,6,84.44
57,66,7,76.87
51,55,8,72.95
68,79,3,68.16
92,98,8,107.43
82,92,2,80.55
67,55,6,71.83
99,92,8,108.48
58,57,6,67.25
51,45,8,71.65
54,58,7,71.18
68,68,3,64.87
48,61,7,70.3
98,75,5,87.38
79,68,3,71.98
94,54,2,64.25
44,68,6,68.48
53,85,7,82.78
84,45,4,66.76
87,48,6,78.87
82,100,6,95.59
51,92,6,79.6
70,45,1,50.6
88,85,4,83.27
96,96,2,86.95
91,55,3,70.84
65,62,2,61.44
93,65,3,75.06
70,98,3,78.68
91,39,4,69.47
46,35,5,52.93
77,56,6,79.98
77,93,6,89.15
85,90,4,87.06
80,98,1,73.57
74,59,3,68.01
98,100,4,93.4
50,90,8,86.23
68,73,4,69.77
42,52,4,54.16
40,37,5,52.65
48,76,5,69.17
41,84,8,84.66
98,52,5,77.48
40,43,3,47.49
68,74,2,66.13
42,93,4,70.96
75,70,7,84.59
91,67,8,96.46
94,44,6,82.06
40,60,2,49.68
75,91,1,70.33
80,35,4,60.78
41,90,7,80.61
64,45,1,47.47
55,71,5,67.65
48,83,2,59.38
67,92,1,64.81
54,99,2,70.11
78,76,5,81.88
72,67,3,67.7
46,68,3,54.75
92,90,4,88.0
47,90,7,84.69
42,91,3,66.46
87,37,3,64.34
57,80,4,69.08
98,38,4,73.05
100,44,7,88.08
89,90,8,101.68
79,85,4,79.05
41,65,5,61.75
46,96,8,87.62
46,75,6,74.52
63,54,1,50.28
57,83,3,68.57
49,62,3,56.57
45,67,1,47.02
73,98,5,87.09
89,53,4,72.5
57,50,8,72.56
88,95,4,88.54
57,54,6,65.42
91,94,4,92.17
78,72,4,78.66
57,54,4,58.54
68,65,1,54.7
70,84,5,83.91
42,100,3,69.69
54,62,8,76.34
66,63,7,81.71
65,65,1,54.12
43,43,5,53.07
84,71,2,72.95
55,87,3,69.58
78,54,4,68.73
55,89,8,91.4
91,100,4,92.4
72,36,7,73.67
51,35,2,43.23
91,74,3,79.91
40,70,8,76.46
91,86,4,88.43
87,54,3,69.32
51,100,4,76.6
47,87,1,57.54
88,48,6,80.41
100,81,6,98.85
63,62,7,80.38
40,38,4,46.27
84,50,8,86.98
40,92,2,60.55
89,47,8,84.51
60,82,8,90.24
79,62,5,73.81
76,40,4,64.9
53,42,8,69.34
49,91,3,67.66
54,53,7,72.65
76,90,7,92.04
89,53,1,62.34
85,98,5,91.59
97,74,7,96.47
65,81,1,64.18
60,51,5,64.4
84,50,8,85.13
86,82,4,86.12
73,51,2,59.44
90,41,1,55.15
60,53,3,57.79
75,100,7,99.16
87,68,4,78.14
76,84,6,90.63
71,76,5,76.65
54,62,5,69.0
46,60,8,76.95
45,43,7,65.81
64,46,6,68.42
80,90,5,87.18
55,100,6,87.9
40,67,2,49.75
78,36,3,56.74
47,39,8,66.23
60,53,4,63.53
84,43,8,83.33
49,49,4,53.98
98,75,5,88.1
93,69,5,85.47
56,88,7,85.66
89,76,5,88.59
46,73,2,56.16
42,95,2,63.85
97,92,1,77.55
71,86,1,67.88
53,93,3,70.37
40,73,4,60.01
67,50,8,76.14
53,50,5,61.23
87,53,3,70.42
84,46,4,69.15
94,40,2,60.69
84,87,1,73.3
68,46,7,73.18
54,83,4,68.58
99,45,3,69.74
60,100,8,94.2
70,79,1,60.6
64,88,1,65.98
86,38,8,80.82
93,83,4,87.4
76,55,6,78.97
64,98,8,97.96
94,57,8,93.43
52,77,6,72.64
47,64,7,71.99
78,92,6,90.44
51,78,5,71.34
55,96,8,90.43
44,67,1,46.57
64,88,5,81.94
63,48,8,74.33
100,50,5,82.66
94,98,2,82.34
41,90,2,63.02
51,65,8,78.75
51,42,4,53.9
74,75,4,77.15
83,44,2,56.35
51,58,6,69.12
67,69,2,61.3
43,75,8,76.61
82,53,6,77.11
86,37,4,64.45
82,79,7,91.37
99,77,5,91.64
72,55,7,77.96
48,50,6,65.29
98,69,4,84.21
41,36,2,40.71
81,47,8,84.57
69,54,7,76.57
60,99,8,92.68
55,69,8,79.25
74,40,3,56.9
42,60,2,50.11
89,85,3,78.77
86,39,2,55.81
71,74,8,88.08
71,90,4,82.55
50,59,1,46.44
45,80,5,68.86
52,76,4,64.76
69,53,1,52.32
49,39,5,57.69
62,41,4,57.62
98,91,5,94.24
54,58,4,58.02
63,75,4,72.69
68,51,7,74.05
89,79,6,90.13
82,78,2,74.1
53,69,7,75.67
41,85,3,59.53
58,54,1,51.11
46,87,7,81.31
68,67,2,59.79
42,77,7,72.64
68,94,6,87.88
75,54,1,57.3
84,72,6,87.64
82,59,7,83.21
40,79,2,55.78
47,64,3,58.45
73,56,3,65.75
46,50,2,45.55
86,64,2,69.05
61,47,5,60.39
55,87,6,83.12
87,74,2,71.36
74,95,4,83.54
64,63,7,81.62
75,61,6,78.19
48,42,5,53.58
80,70,1,61.48
88,80,1,72.71
42,48,3,47.8
89,51,5,73.75
52,53,6,68.3
60,39,8,68.93
72,69,3,67.34
53,46,8,68.83
82,92,3,80.0
65,39,2,48.85
70,54,1,52.38
54,96,3,70.14
41,66,6,67.89
75,71,5,80.86
68,48,4,59.48
86,45,4,69.52
56,38,3,48.82
85,36,8,82.93
98,90,2,85.18
62,89,5,83.22
75,45,2,58.95
44,82,5,71.11
77,80,2,70.95
100,52,1,65.23
41,45,5,51.7
96,94,4,92.36
87,65,2,68.68
65,70,6,79.22
54,60,6,71.12
81,77,1,67.49
84,73,2,73.58
93,42,2,59.43
43,66,5,64.19
65,79,1,59.72
66,67,7,83.08
65,55,2,54.62
43,53,3,52.59
91,94,6,97.36
63,38,7,67.17
65,69,5,73.02
74,99,1,71.16
68,53,6,71.21
79,49,1,54.12
85,37,3,61.24
74,94,6,90.66
83,87,1,72.8
65,88,2,72.19
80,67,1,64.53
96,82,4,84.67
92,45,5,73.33
96,72,2,75.81
98,61,6,87.79
46,95,7,85.51
41,97,2,61.85
63,70,5,72.16
74,72,8,91.91
65,55,5,65.53
86,67,7,91.16
85,75,7,89.76
55,99,4,78.17
63,40,8,72.3
71,56,2,61.45
63,63,4,69.31
72,38,8,75.92
42,50,3,48.6
93,85,6,97.88
50,83,4,69.71
97,57,6,86.71
85,90,4,85.8
93,73,5,86.35
85,76,3,79.05
48,71,4,64.39
81,92,4,87.64
50,55,6,67.21
55,92,2,64.76
67,92,3,76.83
51,99,5,77.87
64,41,4,55.34
81,58,5,75.95
59,76,1,57.68
60,47,3,55.18
93,86,3,84.04
79,85,8,100.24
70,63,2,60.31
78,47,8,82.68
85,97,6,99.65
66,81,2,64.93
83,46,3,66.33
54,40,2,47.28
73,39,8,79.38
52,70,6,74.22
86,48,4,70.14
41,64,6,63.17
92,97,7,102.83
70,67,3,69.63
52,55,1,45.99
91,66,7,90.91
52,62,4,59.45
85,83,6,89.45
54,62,3,55.78
57,92,5,78.53
61,87,6,84.03
94,45,8,88.95
57,43,6,66.88
68,78,2,67.97
54,60,2,55.95
95,49,3,68.54
75,88,7,90.54
56,84,4,69.94
65,84,8,89.29
92,42,4,72.14
75,95,1,69.38
71,42,2,54.75
65,89,1,65.61
89,79,1,69.07
42,78,8,82.19
49,40,8,68.96
50,80,6,76.8
57,68,2,59.57
51,49,3,50.4
68,75,6,82.02
40,35,2,36.9
92,55,1,62.93
67,36,4,57.25
51,42,2,44.9
43,45,3,45.3
68,70,8,88.11
61,40,5,61.62
79,77,7,89.78
97,73,1,73.11
66,39,5,62.4
57,79,1,56.9
54,50,8,72.76
43,89,8,84.76
99,48,3,71.48
95,96,2,81.47
62,81,5,75.64
95,96,4,93.17
57,56,2,55.93
62,53,3,58.51
46,77,4,64.65
96,48,7,86.72
86,94,8,104.18
66,78,7,86.26
53,51,4,55.47
84,79,8,95.39
92,66,5,82.59
63,51,3,55.14
55,55,3,53.76
67,78,7,88.45
52,63,5,66.3
40,93,7,82.87
82,41,1,51.21
96,87,6,99.67
51,100,4,75.13
54,47,1,42.57
40,75,7,74.52
58,35,7,63.99
48,90,3,68.42
54,64,5,68.6
41,50,6,59.43
61,74,5,71.29
77,72,4,77.79
77,87,8,96.2
85,68,5,80.11
99,44,3,67.63
61,49,6,65.08
77,81,7,90.32
80,54,1,58.27
43,89,8,82.46
71,71,4,72.95
51,90,7,82.3
55,68,2,57.79
79,61,1,57.33
41,47,2,41.94
48,75,8,81.46
82,53,1,57.27
52,60,6,71.0
97,79,1,71.65
68,88,5,83.2
66,48,7,71.02
55,60,8,78.04
67,73,5,74.77
59,75,1,58.08
68,66,6,77.15
88,46,6,75.89
97,72,3,79.66
42,63,5,64.83
67,82,5,81.25
45,58,7,66.91
48,69,5,66.8
60,72,7,80.46
61,35,7,64.19
96,58,2,71.95
56,90,4,77.25
76,67,7,83.0
90,48,4,71.92
73,66,3,66.89
78,81,4,81.11
79,97,4,86.23
95,60,7,90.33
64,98,3,77.55
89,74,5,83.65
57,39,4,56.59
46,82,7,76.69
92,35,5,67.93
54,65,4,61.81
71,54,3,64.05
56,54,5,61.36
57,46,7,71.52
94,64,5,84.25
93,43,1,58.18
60,69,3,61.5
56,89,3,70.05
75,98,4,87.09
63,60,1,56.0
51,52,2,48.57
75,47,2,58.95
81,97,1,73.25
58,78,7,83.13
55,43,4,53.75
56,85,5,74.92
97,46,1,60.01
52,77,7,79.87
93,76,1,70.6
89,38,2,56.31
52,41,1,40.89
95,43,5,73.7
84,93,2,77.44
69,62,2,62.92
92,76,6,88.38
86,92,7,97.93
57,50,2,52.25
64,91,1,63.41
54,82,1,58.65
100,78,1,76.2
75,75,7,87.32
51,59,5,65.16
48,84,2,58.83
51,35,5,56.9
83,68,7,85.84
40,76,4,61.52
83,54,8,84.62
79,55,7,78.7
70,45,8,80.75
96,51,3,68.83
57,35,6,59.9
85,98,4,91.99
54,75,2,61.66
97,41,5,72.32
64,52,5,68.22
51,52,8,72.56
96,52,5,78.5
57,89,3,67.87
45,51,1,39.72
99,54,2,67.39
67,35,8,74.41
96,91,5,92.51
68,76,2,68.24
46,59,8,73.9
43,64,1,47.54
51,58,3,56.44
97,95,8,106.34
52,42,5,57.3
62,53,8,80.0
40,88,7,79.17
93,44,5,72.94
71,77,6,81.56
70,48,3,60.58
40,38,3,40.24
47,35,6,58.87
63,59,5,71.35
99,78,1,71.87
81,85,3,77.51
85,96,4,90.18
100,100,8,114.25
53,40,4,50.72
90,68,5,80.34
56,95,8,91.71
100,55,3,72.43
79,86,4,81.98
96,62,6,89.29
55,57,4,61.21
70,99,1,70.98
62,42,6,67.68
87,66,8,95.69
76,91,3,79.86
98,66,8,97.77
91,48,8,88.12
45,64,4,58.38
48,42,6,58.9
99,81,2,78.97
91,90,4,90.59
96,41,4,70.52
46,59,3,54.56
85,100,4,92.01
94,50,6,78.98
64,88,3,74.95
85,72,3,73.0
84,74,4,80.16
93,79,1,75.57
43,99,7,84.99
65,72,6,77.1
75,36,1,48.13
63,57,5,67.07
50,62,6,69.47
79,40,7,74.78
76,56,6,79.56
88,67,6,87.85
64,97,6,90.19
58,98,1,67.21
99,82,5,89.74
98,40,8,87.91
72,48,4,61.97
40,50,3,47.37
60,79,3,66.65
75,48,8,83.35
58,54,6,67.34
66,45,1,48.77
87,42,4,67.07
51,49,6,66.88
42,48,4,53.31
41,97,4,70.43
91,49,8,90.29
82,100,2,80.79
48,80,7,82.17
77,49,4,65.27
92,46,8,87.01
86,83,3,81.78
84,83,2,75.71
98,62,4,77.67
45,54,1,44.45
96,66,5,85.46
65,52,7,75.12
83,42,1,55.51
87,98,1,80.61
77,65,7,87.04
92,78,4,85.4
93,87,7,98.89
80,53,1,58.44
88,41,5,69.12
84,43,2,57.66
66,53,7,74.72
100,64,7,94.88
45,40,2,44.58
90,59,4,74.21
58,90,6,84.08
41,48,5,54.98
84,63,6,80.47
97,89,3,84.6
49,35,3,45.72
91,71,8,97.63
96,50,6,84.98
61,74,3,63.95
58,38,7,63.97
51,40,6,59.4
76,45,4,64.65
98,49,2,69.71
72,43,8,75.84
77,46,2,55.12
54,94,1,60.66
52,56,7,73.79
95,57,4,78.04
83,40,2,58.32
97,90,3,83.94
80,89,8,98.61
91,100,3,87.59
97,93,3,88.97
80,49,1,57.66
40,93,4,68.16
43,45,5,57.52
50,35,1,40.8
89,71,7,93.4
85,64,3,70.2
78,76,8,96.46
64,54,2,54.31
52,88,6,80.52
65,51,4,63.89
58,84,6,81.31
97,79,5,89.71
73,63,7,85.36
82,38,4,61.3
86,87,2,76.36
62,92,1,65.55
77,42,5,68.71
73,67,4,70.07
88,71,8,93.09
44,78,7,79.59
80,84,5,87.68
74,80,3,74.78
87,85,3,80.32
96,87,1,79.72
96,100,6,104.74
64,45,1,46.0
48,95,8,88.43
83,75,7,88.36
76,76,8,89.92
94,84,4,86.68
73,54,2,59.51
85,52,8,86.84
88,63,5,77.9
66,54,3,60.52
98,95,3,91.89
73,84,7,91.69
89,76,1,69.55
69,68,5,74.94
81,79,3,75.19
96,51,7,84.9
75,41,7,72.97
62,98,1,66.41
58,39,7,65.72
65,99,8,95.81
93,93,4,90.67
79,86,1,71.26
50,52,2,46.04
95,97,7,103.25
91,36,2,56.28
96,99,3,92.17
87,62,2,66.33
81,76,7,92.67
44,50,6,62.4
100,75,5,89.47
84,46,7,79.2
98,90,8,108.44
100,95,6,101.27
51,56,2,52.95
65,55,7,78.51
57,36,7,66.9
88,35,1,55.37
58,43,5,58.98
59,43,2,47.16
66,97,1,68.8
86,39,6,73.94
45,42,1,39.35
71,60,7,79.47
64,76,2,64.14
47,99,7,84.36
56,58,8,80.04
48,47,3,47.64
62,56,3,56.26
97,65,2,70.39
75,54,8,83.76
76,81,1,65.08
85,54,1,62.28
74,93,1,73.39
63,87,2,69.01
91,63,8,91.45
49,61,1,46.44
59,51,6,67.17
91,75,7,93.54
62,39,8,70.38
44,37,1,38.29
55,89,6,80.83
86,89,7,95.72
40,38,2,37.01
56,96,2,70.51
40,80,5,69.48
70,46,6,71.98
84,90,3,83.24
78,39,3,56.92
91,42,1,55.68
88,35,1,52.5
48,72,3,60.42
86,95,5,94.61
46,37,6,58.48
92,84,6,96.18
91,77,3,78.9
66,61,2,57.72
46,100,2,68.78
98,51,8,89.29
75,40,4,60.17
72,72,4,76.43
40,74,1,49.59
71,83,7,88.93
73,87,2,73.87
87,61,3,72.38
60,94,7,87.62
66,74,1,62.48
48,42,7,62.94
62,65,6,74.73
65,95,3,77.87
72,49,4,65.35
55,61,7,71.52
42,68,6,69.22
95,84,5,93.52
48,61,4,59.43
96,100,3,92.29
99,63,7,94.82
42,91,2,59.69
71,48,5,68.0
46,59,3,54.77
83,68,6,83.75
58,97,6,83.36
63,87,7,87.84
100,40,6,79.34
64,100,3,77.42
58,99,4,75.94
75,78,5,83.21
57,93,2,69.08
56,37,2,45.52
50,76,4,64.42
80,39,6,74.49
87,94,8,102.66
77,58,5,72.49
59,99,4,77.95
63,76,3,68.51
78,72,3,73.29
95,39,7,83.45
98,88,8,107.39
44,38,1,36.89
51,42,8,71.11
86,96,1,74.05
48,50,8,69.09
61,56,8,78.63
67,45,7,71.24
41,75,2,52.01
61,99,1,69.45
99,39,6,80.82
53,84,4,70.78
91,75,1,73.25
76,43,6,69.18
69,98,2,73.62
99,58,7,88.93
53,58,5,63.96
40,97,5,72.81
96,59,4,78.63
47,49,2,43.97
93,87,8,103.25
71,75,4,76.05
74,35,2,51.92
43,35,4,45.61
75,65,4,69.36
50,98,2,66.8
65,92,7,93.37
75,58,4,67.85
76,65,5,76.2
44,90,1,59.91
85,81,4,82.61
53,48,6,67.24
61,82,8,88.82
73,63,5,73.78
57,62,6,70.67
60,47,5,62.97
79,72,5,82.85
61,92,6,87.35
82,78,2,70.54
49,80,8,85.66
67,51,4,62.43
55,55,5,65.71
77,87,3,75.94
77,81,1,65.55
58,82,8,86.3
81,56,7,84.6
